Date,Dish_Name,Quantity_Sold
7/31/2025,Green pepper flavor - Qian fish,5
7/31/2025,Mala flavor - Jiangtuan,22
7/31/2025,Mala flavor - Sea bass,22
7/31/2025,Mala flavor - Qian fish,22
8/1/2025,Chicken knee cartilage,41
8/1/2025,Grilled lamb skewers,67
8/1/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/1/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/1/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/1/2025,Garlic flavor - Jiangtuan,5
8/1/2025,Garlic flavor - Sea bass,5
8/1/2025,Garlic flavor - Qian fish,10
8/1/2025,Pickled mustard greens flavor - Jiangtuan,3
8/1/2025,Pickled mustard greens flavor - Sea bass,3
8/1/2025,Pickled mustard greens flavor - Qian fish,3
8/1/2025,Green pepper flavor - Jiangtuan,9
8/1/2025,Green pepper flavor - Sea bass,9
8/1/2025,Green pepper flavor - Qian fish,9
8/1/2025,Mala flavor - Jiangtuan,21
8/1/2025,Mala flavor - Sea bass,21
8/1/2025,Mala flavor - Qian fish,21
8/2/2025,Chicken knee cartilage,100
8/2/2025,Grilled lamb skewers,156
8/2/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
8/2/2025,Old-jar pickled mustard greens flavor - Sea bass,4
8/2/2025,Old-jar pickled mustard greens flavor - Qian fish,4
8/2/2025,Garlic flavor - Jiangtuan,10
8/2/2025,Garlic flavor - Sea bass,11
8/2/2025,Garlic flavor - Qian fish,26
8/2/2025,Pickled mustard greens flavor - Jiangtuan,1
8/2/2025,Pickled mustard greens flavor - Sea bass,2
8/2/2025,Pickled mustard greens flavor - Qian fish,3
8/2/2025,Green pepper flavor - Jiangtuan,7
8/2/2025,Green pepper flavor - Sea bass,7
8/2/2025,Green pepper flavor - Qian fish,8
8/2/2025,Mala flavor - Jiangtuan,26
8/2/2025,Mala flavor - Sea bass,27
8/2/2025,Mala flavor - Qian fish,28
8/3/2025,Chicken knee cartilage,84
8/3/2025,Grilled lamb skewers,134
8/3/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
8/3/2025,Old-jar pickled mustard greens flavor - Sea bass,4
8/3/2025,Old-jar pickled mustard greens flavor - Qian fish,4
8/3/2025,Garlic flavor - Jiangtuan,11
8/3/2025,Garlic flavor - Sea bass,11
8/3/2025,Garlic flavor - Qian fish,31
8/3/2025,Pickled mustard greens flavor - Jiangtuan,3
8/3/2025,Pickled mustard greens flavor - Sea bass,3
8/3/2025,Pickled mustard greens flavor - Qian fish,3
8/3/2025,Green pepper flavor - Jiangtuan,13
8/3/2025,Green pepper flavor - Sea bass,13
8/3/2025,Green pepper flavor - Qian fish,13
8/3/2025,Mala flavor - Jiangtuan,22
8/3/2025,Mala flavor - Sea bass,22
8/3/2025,Mala flavor - Qian fish,22
8/4/2025,Chicken knee cartilage,56
8/4/2025,Grilled lamb skewers,35
8/4/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/4/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/4/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/4/2025,Garlic flavor - Jiangtuan,5
8/4/2025,Garlic flavor - Sea bass,5
8/4/2025,Garlic flavor - Qian fish,8
8/4/2025,Pickled mustard greens flavor - Jiangtuan,2
8/4/2025,Pickled mustard greens flavor - Sea bass,3
8/4/2025,Pickled mustard greens flavor - Qian fish,3
8/4/2025,Green pepper flavor - Jiangtuan,5
8/4/2025,Green pepper flavor - Sea bass,6
8/4/2025,Green pepper flavor - Qian fish,6
8/4/2025,Mala flavor - Jiangtuan,24
8/4/2025,Mala flavor - Sea bass,24
8/4/2025,Mala flavor - Qian fish,24
8/5/2025,Chicken knee cartilage,22
8/5/2025,Grilled lamb skewers,86
8/5/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
8/5/2025,Old-jar pickled mustard greens flavor - Sea bass,3
8/5/2025,Old-jar pickled mustard greens flavor - Qian fish,3
8/5/2025,Garlic flavor - Jiangtuan,6
8/5/2025,Garlic flavor - Sea bass,7
8/5/2025,Garlic flavor - Qian fish,16
8/5/2025,Pickled mustard greens flavor - Jiangtuan,1
8/5/2025,Pickled mustard greens flavor - Sea bass,2
8/5/2025,Pickled mustard greens flavor - Qian fish,2
8/5/2025,Green pepper flavor - Jiangtuan,7
8/5/2025,Green pepper flavor - Sea bass,8
8/5/2025,Green pepper flavor - Qian fish,8
8/5/2025,Mala flavor - Jiangtuan,20
8/5/2025,Mala flavor - Sea bass,21
8/5/2025,Mala flavor - Qian fish,21
8/6/2025,Chicken knee cartilage,42
8/6/2025,Grilled lamb skewers,92
8/6/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/6/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/6/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/6/2025,Garlic flavor - Jiangtuan,6
8/6/2025,Garlic flavor - Sea bass,6
8/6/2025,Garlic flavor - Qian fish,10
8/6/2025,Pickled mustard greens flavor - Jiangtuan,2
8/6/2025,Pickled mustard greens flavor - Sea bass,3
8/6/2025,Pickled mustard greens flavor - Qian fish,3
8/6/2025,Green pepper flavor - Jiangtuan,6
8/6/2025,Green pepper flavor - Sea bass,6
8/6/2025,Green pepper flavor - Qian fish,6
8/6/2025,Mala flavor - Jiangtuan,20
8/6/2025,Mala flavor - Sea bass,21
8/6/2025,Mala flavor - Qian fish,21
8/7/2025,Chicken knee cartilage,42
8/7/2025,Grilled lamb skewers,84
8/7/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/7/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/7/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/7/2025,Garlic flavor - Jiangtuan,5
8/7/2025,Garlic flavor - Sea bass,5
8/7/2025,Garlic flavor - Qian fish,11
8/7/2025,Pickled mustard greens flavor - Jiangtuan,2
8/7/2025,Pickled mustard greens flavor - Sea bass,2
8/7/2025,Pickled mustard greens flavor - Qian fish,2
8/7/2025,Green pepper flavor - Jiangtuan,8
8/7/2025,Green pepper flavor - Sea bass,7
8/7/2025,Green pepper flavor - Qian fish,8
8/7/2025,Mala flavor - Jiangtuan,24
8/7/2025,Mala flavor - Sea bass,24
8/7/2025,Mala flavor - Qian fish,25
8/8/2025,Chicken knee cartilage,73
8/8/2025,Grilled lamb skewers,75
8/8/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
8/8/2025,Old-jar pickled mustard greens flavor - Sea bass,4
8/8/2025,Old-jar pickled mustard greens flavor - Qian fish,4
8/8/2025,Garlic flavor - Jiangtuan,4
8/8/2025,Garlic flavor - Sea bass,5
8/8/2025,Garlic flavor - Qian fish,11
8/8/2025,Pickled mustard greens flavor - Jiangtuan,1
8/8/2025,Pickled mustard greens flavor - Sea bass,2
8/8/2025,Pickled mustard greens flavor - Qian fish,2
8/8/2025,Green pepper flavor - Jiangtuan,9
8/8/2025,Green pepper flavor - Sea bass,9
8/8/2025,Green pepper flavor - Qian fish,9
8/8/2025,Mala flavor - Jiangtuan,30
8/8/2025,Mala flavor - Sea bass,30
8/8/2025,Mala flavor - Qian fish,30
8/9/2025,Chicken knee cartilage,71
8/9/2025,Grilled lamb skewers,100
8/9/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
8/9/2025,Old-jar pickled mustard greens flavor - Sea bass,4
8/9/2025,Old-jar pickled mustard greens flavor - Qian fish,4
8/9/2025,Garlic flavor - Jiangtuan,9
8/9/2025,Garlic flavor - Sea bass,8
8/9/2025,Garlic flavor - Qian fish,21
8/9/2025,Pickled mustard greens flavor - Jiangtuan,2
8/9/2025,Pickled mustard greens flavor - Sea bass,2
8/9/2025,Pickled mustard greens flavor - Qian fish,2
8/9/2025,Green pepper flavor - Jiangtuan,11
8/9/2025,Green pepper flavor - Sea bass,10
8/9/2025,Green pepper flavor - Qian fish,10
8/9/2025,Mala flavor - Jiangtuan,27
8/9/2025,Mala flavor - Sea bass,27
8/9/2025,Mala flavor - Qian fish,27
8/10/2025,Chicken knee cartilage,70
8/10/2025,Grilled lamb skewers,105
8/10/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
8/10/2025,Old-jar pickled mustard greens flavor - Sea bass,3
8/10/2025,Old-jar pickled mustard greens flavor - Qian fish,3
8/10/2025,Garlic flavor - Jiangtuan,9
8/10/2025,Garlic flavor - Sea bass,9
8/10/2025,Garlic flavor - Qian fish,25
8/10/2025,Pickled mustard greens flavor - Jiangtuan,1
8/10/2025,Pickled mustard greens flavor - Sea bass,1
8/10/2025,Pickled mustard greens flavor - Qian fish,1
8/10/2025,Green pepper flavor - Jiangtuan,10
8/10/2025,Green pepper flavor - Sea bass,10
8/10/2025,Green pepper flavor - Qian fish,10
8/10/2025,Mala flavor - Jiangtuan,24
8/10/2025,Mala flavor - Sea bass,24
8/10/2025,Mala flavor - Qian fish,24
8/11/2025,Chicken knee cartilage,34
8/11/2025,Grilled lamb skewers,58
8/11/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
8/11/2025,Old-jar pickled mustard greens flavor - Sea bass,1
8/11/2025,Old-jar pickled mustard greens flavor - Qian fish,1
8/11/2025,Garlic flavor - Jiangtuan,7
8/11/2025,Garlic flavor - Sea bass,8
8/11/2025,Garlic flavor - Qian fish,14
8/11/2025,Pickled mustard greens flavor - Jiangtuan,3
8/11/2025,Pickled mustard greens flavor - Sea bass,4
8/11/2025,Pickled mustard greens flavor - Qian fish,6
8/11/2025,Green pepper flavor - Jiangtuan,7
8/11/2025,Green pepper flavor - Sea bass,8
8/11/2025,Green pepper flavor - Qian fish,10
8/11/2025,Mala flavor - Jiangtuan,20
8/11/2025,Mala flavor - Sea bass,21
8/11/2025,Mala flavor - Qian fish,24
8/12/2025,Chicken knee cartilage,50
8/12/2025,Grilled lamb skewers,71
8/12/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
8/12/2025,Old-jar pickled mustard greens flavor - Sea bass,1
8/12/2025,Old-jar pickled mustard greens flavor - Qian fish,1
8/12/2025,Garlic flavor - Jiangtuan,5
8/12/2025,Garlic flavor - Sea bass,5
8/12/2025,Garlic flavor - Qian fish,14
8/12/2025,Pickled mustard greens flavor - Jiangtuan,2
8/12/2025,Pickled mustard greens flavor - Sea bass,2
8/12/2025,Pickled mustard greens flavor - Qian fish,2
8/12/2025,Green pepper flavor - Jiangtuan,4
8/12/2025,Green pepper flavor - Sea bass,4
8/12/2025,Green pepper flavor - Qian fish,5
8/12/2025,Mala flavor - Jiangtuan,20
8/12/2025,Mala flavor - Sea bass,20
8/12/2025,Mala flavor - Qian fish,20
8/13/2025,Chicken knee cartilage,64
8/13/2025,Grilled lamb skewers,92
8/13/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
8/13/2025,Old-jar pickled mustard greens flavor - Sea bass,1
8/13/2025,Old-jar pickled mustard greens flavor - Qian fish,1
8/13/2025,Garlic flavor - Jiangtuan,6
8/13/2025,Garlic flavor - Sea bass,6
8/13/2025,Garlic flavor - Qian fish,13
8/13/2025,Pickled mustard greens flavor - Jiangtuan,2
8/13/2025,Pickled mustard greens flavor - Sea bass,3
8/13/2025,Pickled mustard greens flavor - Qian fish,2
8/13/2025,Green pepper flavor - Jiangtuan,6
8/13/2025,Green pepper flavor - Sea bass,7
8/13/2025,Green pepper flavor - Qian fish,6
8/13/2025,Mala flavor - Jiangtuan,26
8/13/2025,Mala flavor - Sea bass,27
8/13/2025,Mala flavor - Qian fish,26
8/14/2025,Chicken knee cartilage,45
8/14/2025,Grilled lamb skewers,50
8/14/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/14/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/14/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/14/2025,Garlic flavor - Jiangtuan,4
8/14/2025,Garlic flavor - Sea bass,5
8/14/2025,Garlic flavor - Qian fish,12
8/14/2025,Pickled mustard greens flavor - Jiangtuan,1
8/14/2025,Pickled mustard greens flavor - Sea bass,1
8/14/2025,Pickled mustard greens flavor - Qian fish,1
8/14/2025,Green pepper flavor - Jiangtuan,8
8/14/2025,Green pepper flavor - Sea bass,8
8/14/2025,Green pepper flavor - Qian fish,8
8/14/2025,Mala flavor - Jiangtuan,20
8/14/2025,Mala flavor - Sea bass,20
8/14/2025,Mala flavor - Qian fish,20
8/15/2025,Chicken knee cartilage,110
8/15/2025,Grilled lamb skewers,60
8/15/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
8/15/2025,Old-jar pickled mustard greens flavor - Sea bass,1
8/15/2025,Old-jar pickled mustard greens flavor - Qian fish,1
8/15/2025,Garlic flavor - Jiangtuan,8
8/15/2025,Garlic flavor - Sea bass,8
8/15/2025,Garlic flavor - Qian fish,17
8/15/2025,Pickled mustard greens flavor - Jiangtuan,3
8/15/2025,Pickled mustard greens flavor - Sea bass,3
8/15/2025,Pickled mustard greens flavor - Qian fish,3
8/15/2025,Green pepper flavor - Jiangtuan,9
8/15/2025,Green pepper flavor - Sea bass,9
8/15/2025,Green pepper flavor - Qian fish,10
8/15/2025,Mala flavor - Jiangtuan,23
8/15/2025,Mala flavor - Sea bass,23
8/15/2025,Mala flavor - Qian fish,24
8/16/2025,Chicken knee cartilage,99
8/16/2025,Grilled lamb skewers,111
8/16/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
8/16/2025,Old-jar pickled mustard greens flavor - Sea bass,4
8/16/2025,Old-jar pickled mustard greens flavor - Qian fish,4
8/16/2025,Garlic flavor - Jiangtuan,11
8/16/2025,Garlic flavor - Sea bass,10
8/16/2025,Garlic flavor - Qian fish,20
8/16/2025,Pickled mustard greens flavor - Jiangtuan,2
8/16/2025,Pickled mustard greens flavor - Sea bass,1
8/16/2025,Pickled mustard greens flavor - Qian fish,1
8/16/2025,Green pepper flavor - Jiangtuan,11
8/16/2025,Green pepper flavor - Sea bass,11
8/16/2025,Green pepper flavor - Qian fish,10
8/16/2025,Mala flavor - Jiangtuan,27
8/16/2025,Mala flavor - Sea bass,27
8/16/2025,Mala flavor - Qian fish,26
8/17/2025,Chicken knee cartilage,58
8/17/2025,Grilled lamb skewers,137
8/17/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/17/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/17/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/17/2025,Garlic flavor - Jiangtuan,11
8/17/2025,Garlic flavor - Sea bass,10
8/17/2025,Garlic flavor - Qian fish,23
8/17/2025,Pickled mustard greens flavor - Jiangtuan,3
8/17/2025,Pickled mustard greens flavor - Sea bass,2
8/17/2025,Pickled mustard greens flavor - Qian fish,2
8/17/2025,Green pepper flavor - Jiangtuan,9
8/17/2025,Green pepper flavor - Sea bass,8
8/17/2025,Green pepper flavor - Qian fish,8
8/17/2025,Mala flavor - Jiangtuan,24
8/17/2025,Mala flavor - Sea bass,23
8/17/2025,Mala flavor - Qian fish,23
8/18/2025,Chicken knee cartilage,70
8/18/2025,Grilled lamb skewers,105
8/18/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/18/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/18/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/18/2025,Garlic flavor - Jiangtuan,6
8/18/2025,Garlic flavor - Sea bass,6
8/18/2025,Garlic flavor - Qian fish,12
8/18/2025,Pickled mustard greens flavor - Jiangtuan,2
8/18/2025,Pickled mustard greens flavor - Sea bass,2
8/18/2025,Pickled mustard greens flavor - Qian fish,1
8/18/2025,Green pepper flavor - Jiangtuan,7
8/18/2025,Green pepper flavor - Sea bass,7
8/18/2025,Green pepper flavor - Qian fish,7
8/18/2025,Mala flavor - Jiangtuan,22
8/18/2025,Mala flavor - Sea bass,22
8/18/2025,Mala flavor - Qian fish,22
8/19/2025,Chicken knee cartilage,48
8/19/2025,Grilled lamb skewers,65
8/19/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
8/19/2025,Old-jar pickled mustard greens flavor - Sea bass,4
8/19/2025,Old-jar pickled mustard greens flavor - Qian fish,4
8/19/2025,Garlic flavor - Jiangtuan,5
8/19/2025,Garlic flavor - Sea bass,6
8/19/2025,Garlic flavor - Qian fish,13
8/19/2025,Pickled mustard greens flavor - Jiangtuan,2
8/19/2025,Pickled mustard greens flavor - Sea bass,3
8/19/2025,Pickled mustard greens flavor - Qian fish,3
8/19/2025,Green pepper flavor - Jiangtuan,5
8/19/2025,Green pepper flavor - Sea bass,5
8/19/2025,Green pepper flavor - Qian fish,5
8/19/2025,Mala flavor - Jiangtuan,26
8/19/2025,Mala flavor - Sea bass,27
8/19/2025,Mala flavor - Qian fish,27
8/20/2025,Chicken knee cartilage,40
8/20/2025,Grilled lamb skewers,63
8/20/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/20/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/20/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/20/2025,Garlic flavor - Jiangtuan,7
8/20/2025,Garlic flavor - Sea bass,7
8/20/2025,Garlic flavor - Qian fish,17
8/20/2025,Pickled mustard greens flavor - Jiangtuan,2
8/20/2025,Pickled mustard greens flavor - Sea bass,3
8/20/2025,Pickled mustard greens flavor - Qian fish,2
8/20/2025,Green pepper flavor - Jiangtuan,5
8/20/2025,Green pepper flavor - Sea bass,5
8/20/2025,Green pepper flavor - Qian fish,5
8/20/2025,Mala flavor - Jiangtuan,21
8/20/2025,Mala flavor - Sea bass,21
8/20/2025,Mala flavor - Qian fish,21
8/21/2025,Chicken knee cartilage,32
8/21/2025,Grilled lamb skewers,66
8/21/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/21/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/21/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/21/2025,Garlic flavor - Jiangtuan,4
8/21/2025,Garlic flavor - Sea bass,4
8/21/2025,Garlic flavor - Qian fish,7
8/21/2025,Pickled mustard greens flavor - Jiangtuan,4
8/21/2025,Pickled mustard greens flavor - Sea bass,4
8/21/2025,Pickled mustard greens flavor - Qian fish,4
8/21/2025,Green pepper flavor - Jiangtuan,6
8/21/2025,Green pepper flavor - Sea bass,6
8/21/2025,Green pepper flavor - Qian fish,7
8/21/2025,Mala flavor - Jiangtuan,23
8/21/2025,Mala flavor - Sea bass,23
8/21/2025,Mala flavor - Qian fish,23
8/22/2025,Chicken knee cartilage,67
8/22/2025,Grilled lamb skewers,99
8/22/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/22/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/22/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/22/2025,Garlic flavor - Jiangtuan,8
8/22/2025,Garlic flavor - Sea bass,8
8/22/2025,Garlic flavor - Qian fish,11
8/22/2025,Pickled mustard greens flavor - Jiangtuan,1
8/22/2025,Pickled mustard greens flavor - Sea bass,1
8/22/2025,Pickled mustard greens flavor - Qian fish,2
8/22/2025,Green pepper flavor - Jiangtuan,6
8/22/2025,Green pepper flavor - Sea bass,6
8/22/2025,Green pepper flavor - Qian fish,7
8/22/2025,Mala flavor - Jiangtuan,23
8/22/2025,Mala flavor - Sea bass,22
8/22/2025,Mala flavor - Qian fish,23
8/23/2025,Chicken knee cartilage,47
8/23/2025,Grilled lamb skewers,151
8/23/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/23/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/23/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/23/2025,Garlic flavor - Jiangtuan,10
8/23/2025,Garlic flavor - Sea bass,10
8/23/2025,Garlic flavor - Qian fish,29
8/23/2025,Pickled mustard greens flavor - Jiangtuan,3
8/23/2025,Pickled mustard greens flavor - Sea bass,3
8/23/2025,Pickled mustard greens flavor - Qian fish,4
8/23/2025,Green pepper flavor - Jiangtuan,9
8/23/2025,Green pepper flavor - Sea bass,9
8/23/2025,Green pepper flavor - Qian fish,10
8/23/2025,Mala flavor - Jiangtuan,25
8/23/2025,Mala flavor - Sea bass,25
8/23/2025,Mala flavor - Qian fish,26
8/24/2025,Chicken knee cartilage,43
8/24/2025,Grilled lamb skewers,73
8/24/2025,Old-jar pickled mustard greens flavor - Jiangtuan,5
8/24/2025,Old-jar pickled mustard greens flavor - Sea bass,5
8/24/2025,Old-jar pickled mustard greens flavor - Qian fish,5
8/24/2025,Garlic flavor - Jiangtuan,9
8/24/2025,Garlic flavor - Sea bass,8
8/24/2025,Garlic flavor - Qian fish,19
8/24/2025,Pickled mustard greens flavor - Jiangtuan,2
8/24/2025,Pickled mustard greens flavor - Sea bass,2
8/24/2025,Pickled mustard greens flavor - Qian fish,3
8/24/2025,Green pepper flavor - Jiangtuan,10
8/24/2025,Green pepper flavor - Sea bass,10
8/24/2025,Green pepper flavor - Qian fish,11
8/24/2025,Mala flavor - Jiangtuan,21
8/24/2025,Mala flavor - Sea bass,21
8/24/2025,Mala flavor - Qian fish,21
8/25/2025,Chicken knee cartilage,44
8/25/2025,Grilled lamb skewers,57
8/25/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
8/25/2025,Old-jar pickled mustard greens flavor - Sea bass,2
8/25/2025,Old-jar pickled mustard greens flavor - Qian fish,2
8/25/2025,Garlic flavor - Jiangtuan,5
8/25/2025,Garlic flavor - Sea bass,5
8/25/2025,Garlic flavor - Qian fish,10
8/25/2025,Pickled mustard greens flavor - Jiangtuan,1
8/25/2025,Pickled mustard greens flavor - Sea bass,1
8/25/2025,Pickled mustard greens flavor - Qian fish,1
8/25/2025,Green pepper flavor - Jiangtuan,5
8/25/2025,Green pepper flavor - Sea bass,5
8/25/2025,Green pepper flavor - Qian fish,5
8/25/2025,Mala flavor - Jiangtuan,15
8/25/2025,Mala flavor - Sea bass,15
8/25/2025,Mala flavor - Qian fish,15
8/26/2025,Chicken knee cartilage,49
8/26/2025,Grilled lamb skewers,91
8/26/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
8/26/2025,Old-jar pickled mustard greens flavor - Sea bass,1
8/26/2025,Old-jar pickled mustard greens flavor - Qian fish,1
