date,dish,sales
2025-07-29,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-07-29,Garlic flavor - Jiangtuan,7.0
2025-07-29,Garlic flavor - Sea bass,7.0
2025-07-29,Garlic flavor - Qian fish,18.0
2025-07-29,Pickled mustard greens flavor - Jiangtuan,1.0
2025-07-29,Pickled mustard greens flavor - Sea bass,1.0
2025-07-29,Pickled mustard greens flavor - Qian fish,1.0
2025-07-29,Green pepper flavor - Jiangtuan,7.0
2025-07-29,Green pepper flavor - Sea bass,7.0
2025-07-29,Green pepper flavor - Qian fish,7.0
2025-07-29,Mala flavor - Jiangtuan,25.0
2025-07-29,Mala flavor - Sea bass,25.0
2025-07-29,Mala flavor - Qian fish,25.0
2025-07-30,Chicken knee cartilage,54.0
2025-07-30,Grilled lamb skewers,52.0
2025-07-30,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-07-30,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-07-30,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-07-30,Garlic flavor - Jiangtuan,4.0
2025-07-30,Garlic flavor - Sea bass,3.0
2025-07-30,Garlic flavor - Qian fish,10.0
2025-07-30,Pickled mustard greens flavor - Jiangtuan,1.0
2025-07-30,Pickled mustard greens flavor - Sea bass,1.0
2025-07-30,Pickled mustard greens flavor - Qian fish,1.0
2025-07-30,Green pepper flavor - Jiangtuan,7.0
2025-07-30,Green pepper flavor - Sea bass,7.0
2025-07-30,Green pepper flavor - Qian fish,7.0
2025-07-30,Mala flavor - Jiangtuan,20.0
2025-07-30,Mala flavor - Sea bass,20.0
2025-07-30,Mala flavor - Qian fish,20.0
2025-07-31,Chicken knee cartilage,35.0
2025-07-31,Grilled lamb skewers,56.0
2025-07-31,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-07-31,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-07-31,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-07-31,Garlic flavor - Jiangtuan,4.0
2025-07-31,Garlic flavor - Sea bass,3.0
2025-07-31,Garlic flavor - Qian fish,8.0
2025-07-31,Pickled mustard greens flavor - Jiangtuan,2.0
2025-07-31,Pickled mustard greens flavor - Sea bass,2.0
2025-07-31,Pickled mustard greens flavor - Qian fish,2.0
2025-07-31,Green pepper flavor - Jiangtuan,6.0
2025-07-31,Green pepper flavor - Sea bass,5.0
2025-07-31,Green pepper flavor - Qian fish,5.0
2025-07-31,Mala flavor - Jiangtuan,22.0
2025-07-31,Mala flavor - Sea bass,22.0
2025-07-31,Mala flavor - Qian fish,22.0
2025-08-01,Chicken knee cartilage,41.0
2025-08-01,Grilled lamb skewers,67.0
2025-08-01,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-08-01,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-08-01,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-08-01,Garlic flavor - Jiangtuan,5.0
2025-08-01,Garlic flavor - Sea bass,5.0
2025-08-01,Garlic flavor - Qian fish,10.0
2025-08-01,Pickled mustard greens flavor - Jiangtuan,3.0
2025-08-01,Pickled mustard greens flavor - Sea bass,3.0
2025-08-01,Pickled mustard greens flavor - Qian fish,3.0
2025-08-01,Green pepper flavor - Jiangtuan,9.0
2025-08-01,Green pepper flavor - Sea bass,9.0
2025-08-01,Green pepper flavor - Qian fish,9.0
2025-08-01,Mala flavor - Jiangtuan,21.0
2025-08-01,Mala flavor - Sea bass,21.0
2025-08-01,Mala flavor - Qian fish,21.0
2025-08-02,Chicken knee cartilage,100.0
2025-08-02,Grilled lamb skewers,156.0
2025-08-02,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-08-02,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-08-02,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-08-02,Garlic flavor - Jiangtuan,10.0
2025-08-02,Garlic flavor - Sea bass,11.0
2025-08-02,Garlic flavor - Qian fish,26.0
2025-08-02,Pickled mustard greens flavor - Jiangtuan,1.0
2025-08-02,Pickled mustard greens flavor - Sea bass,2.0
2025-08-02,Pickled mustard greens flavor - Qian fish,3.0
2025-08-02,Green pepper flavor - Jiangtuan,7.0
2025-08-02,Green pepper flavor - Sea bass,7.0
2025-08-02,Green pepper flavor - Qian fish,8.0
2025-08-02,Mala flavor - Jiangtuan,26.0
2025-08-02,Mala flavor - Sea bass,27.0
2025-08-02,Mala flavor - Qian fish,28.0
2025-08-03,Chicken knee cartilage,84.0
2025-08-03,Grilled lamb skewers,134.0
2025-08-03,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-08-03,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-08-03,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-08-03,Garlic flavor - Jiangtuan,11.0
2025-08-03,Garlic flavor - Sea bass,11.0
2025-08-03,Garlic flavor - Qian fish,31.0
2025-08-03,Pickled mustard greens flavor - Jiangtuan,3.0
2025-08-03,Pickled mustard greens flavor - Sea bass,3.0
2025-08-03,Pickled mustard greens flavor - Qian fish,3.0
2025-08-03,Green pepper flavor - Jiangtuan,13.0
2025-08-03,Green pepper flavor - Sea bass,13.0
2025-08-03,Green pepper flavor - Qian fish,13.0
2025-08-03,Mala flavor - Jiangtuan,22.0
2025-08-03,Mala flavor - Sea bass,22.0
2025-08-03,Mala flavor - Qian fish,22.0
2025-08-04,Chicken knee cartilage,56.0
2025-08-04,Grilled lamb skewers,35.0
2025-08-04,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-08-04,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-08-04,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-08-04,Garlic flavor - Jiangtuan,5.0
2025-08-04,Garlic flavor - Sea bass,5.0
2025-08-04,Garlic flavor - Qian fish,8.0
2025-08-04,Pickled mustard greens flavor - Jiangtuan,2.0
2025-08-04,Pickled mustard greens flavor - Sea bass,3.0
2025-08-04,Pickled mustard greens flavor - Qian fish,3.0
2025-08-04,Green pepper flavor - Jiangtuan,5.0
2025-08-04,Green pepper flavor - Sea bass,6.0
2025-08-04,Green pepper flavor - Qian fish,6.0
2025-08-04,Mala flavor - Jiangtuan,24.0
2025-08-04,Mala flavor - Sea bass,24.0
2025-08-04,Mala flavor - Qian fish,24.0
2025-08-05,Chicken knee cartilage,22.0
2025-08-05,Grilled lamb skewers,86.0
2025-08-05,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-08-05,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-08-05,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-08-05,Garlic flavor - Jiangtuan,6.0
2025-08-05,Garlic flavor - Sea bass,7.0
2025-08-05,Garlic flavor - Qian fish,16.0
2025-08-05,Pickled mustard greens flavor - Jiangtuan,1.0
2025-08-05,Pickled mustard greens flavor - Sea bass,2.0
2025-08-05,Pickled mustard greens flavor - Qian fish,2.0
2025-08-05,Green pepper flavor - Jiangtuan,7.0
2025-08-05,Green pepper flavor - Sea bass,8.0
2025-08-05,Green pepper flavor - Qian fish,8.0
2025-08-05,Mala flavor - Jiangtuan,20.0
2025-08-05,Mala flavor - Sea bass,21.0
2025-08-05,Mala flavor - Qian fish,21.0
2025-08-06,Chicken knee cartilage,42.0
2025-08-06,Grilled lamb skewers,92.0
2025-08-06,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-08-06,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-08-06,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-08-06,Garlic flavor - Jiangtuan,6.0
2025-08-06,Garlic flavor - Sea bass,6.0
2025-08-06,Garlic flavor - Qian fish,10.0
2025-08-06,Pickled mustard greens flavor - Jiangtuan,2.0
2025-08-06,Pickled mustard greens flavor - Sea bass,3.0
2025-08-06,Pickled mustard greens flavor - Qian fish,3.0
2025-08-06,Green pepper flavor - Jiangtuan,6.0
2025-08-06,Green pepper flavor - Sea bass,6.0
2025-08-06,Green pepper flavor - Qian fish,6.0
2025-08-06,Mala flavor - Jiangtuan,20.0
2025-08-06,Mala flavor - Sea bass,21.0
2025-08-06,Mala flavor - Qian fish,21.0
2025-08-07,Chicken knee cartilage,42.0
2025-08-07,Grilled lamb skewers,84.0
2025-08-07,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-08-07,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-08-07,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-08-07,Garlic flavor - Jiangtuan,5.0
2025-08-07,Garlic flavor - Sea bass,5.0
2025-08-07,Garlic flavor - Qian fish,11.0
2025-08-07,Pickled mustard greens flavor - Jiangtuan,2.0
2025-08-07,Pickled mustard greens flavor - Sea bass,2.0
2025-08-07,Pickled mustard greens flavor - Qian fish,2.0
2025-08-07,Green pepper flavor - Jiangtuan,8.0
2025-08-07,Green pepper flavor - Sea bass,7.0
2025-08-07,Green pepper flavor - Qian fish,8.0
2025-08-07,Mala flavor - Jiangtuan,24.0
2025-08-07,Mala flavor - Sea bass,24.0
2025-08-07,Mala flavor - Qian fish,25.0
2025-08-08,Chicken knee cartilage,73.0
2025-08-08,Grilled lamb skewers,75.0
2025-08-08,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-08-08,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-08-08,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-08-08,Garlic flavor - Jiangtuan,4.0
2025-08-08,Garlic flavor - Sea bass,5.0
2025-08-08,Garlic flavor - Qian fish,11.0
2025-08-08,Pickled mustard greens flavor - Jiangtuan,1.0
2025-08-08,Pickled mustard greens flavor - Sea bass,2.0
2025-08-08,Pickled mustard greens flavor - Qian fish,2.0
2025-08-08,Green pepper flavor - Jiangtuan,9.0
2025-08-08,Green pepper flavor - Sea bass,9.0
2025-08-08,Green pepper flavor - Qian fish,9.0
2025-08-08,Mala flavor - Jiangtuan,30.0
2025-08-08,Mala flavor - Sea bass,30.0
2025-08-08,Mala flavor - Qian fish,30.0
2025-08-09,Chicken knee cartilage,71.0
2025-08-09,Grilled lamb skewers,100.0
2025-08-09,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-08-09,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-08-09,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-08-09,Garlic flavor - Jiangtuan,9.0
2025-08-09,Garlic flavor - Sea bass,8.0
2025-08-09,Garlic flavor - Qian fish,21.0
2025-08-09,Pickled mustard greens flavor - Jiangtuan,2.0
2025-08-09,Pickled mustard greens flavor - Sea bass,2.0
2025-08-09,Pickled mustard greens flavor - Qian fish,2.0
2025-08-09,Green pepper flavor - Jiangtuan,11.0
2025-08-09,Green pepper flavor - Sea bass,10.0
2025-08-09,Green pepper flavor - Qian fish,10.0
2025-08-09,Mala flavor - Jiangtuan,27.0
2025-08-09,Mala flavor - Sea bass,27.0
2025-08-09,Mala flavor - Qian fish,27.0
2025-08-10,Chicken knee cartilage,70.0
2025-08-10,Grilled lamb skewers,105.0
2025-08-10,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-08-10,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-08-10,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-08-10,Garlic flavor - Jiangtuan,9.0
2025-08-10,Garlic flavor - Sea bass,9.0
2025-08-10,Garlic flavor - Qian fish,25.0
2025-08-10,Pickled mustard greens flavor - Jiangtuan,1.0
2025-08-10,Pickled mustard greens flavor - Sea bass,1.0
2025-08-10,Pickled mustard greens flavor - Qian fish,1.0
2025-08-10,Green pepper flavor - Jiangtuan,10.0
2025-08-10,Green pepper flavor - Sea bass,10.0
2025-08-10,Green pepper flavor - Qian fish,10.0
2025-08-10,Mala flavor - Jiangtuan,24.0
2025-08-10,Mala flavor - Sea bass,24.0
2025-08-10,Mala flavor - Qian fish,24.0
2025-08-11,Chicken knee cartilage,34.0
2025-08-11,Grilled lamb skewers,58.0
2025-08-11,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-08-11,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-08-11,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-08-11,Garlic flavor - Jiangtuan,7.0
2025-08-11,Garlic flavor - Sea bass,8.0
2025-08-11,Garlic flavor - Qian fish,14.0
2025-08-11,Pickled mustard greens flavor - Jiangtuan,3.0
2025-08-11,Pickled mustard greens flavor - Sea bass,4.0
2025-08-11,Pickled mustard greens flavor - Qian fish,6.0
2025-08-11,Green pepper flavor - Jiangtuan,7.0
2025-08-11,Green pepper flavor - Sea bass,8.0
2025-08-11,Green pepper flavor - Qian fish,10.0
2025-08-11,Mala flavor - Jiangtuan,20.0
2025-08-11,Mala flavor - Sea bass,21.0
2025-08-11,Mala flavor - Qian fish,24.0
2025-08-12,Chicken knee cartilage,50.0
2025-08-12,Grilled lamb skewers,71.0
2025-08-12,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-08-12,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-08-12,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-08-12,Garlic flavor - Jiangtuan,5.0
2025-08-12,Garlic flavor - Sea bass,5.0
2025-08-12,Garlic flavor - Qian fish,14.0
2025-08-12,Pickled mustard greens flavor - Jiangtuan,2.0
2025-08-12,Pickled mustard greens flavor - Sea bass,2.0
2025-08-12,Pickled mustard greens flavor - Qian fish,2.0
2025-08-12,Green pepper flavor - Jiangtuan,4.0
2025-08-12,Green pepper flavor - Sea bass,4.0
2025-08-12,Green pepper flavor - Qian fish,5.0
2025-08-12,Mala flavor - Jiangtuan,20.0
2025-08-12,Mala flavor - Sea bass,20.0
2025-08-12,Mala flavor - Qian fish,20.0
2025-08-13,Chicken knee cartilage,64.0
2025-08-13,Grilled lamb skewers,92.0
2025-08-13,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-08-13,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-08-13,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-08-13,Garlic flavor - Jiangtuan,6.0
2025-08-13,Garlic flavor - Sea bass,6.0
2025-08-13,Garlic flavor - Qian fish,13.0
2025-08-13,Pickled mustard greens flavor - Jiangtuan,2.0
2025-08-13,Pickled mustard greens flavor - Sea bass,3.0
2025-08-13,Pickled mustard greens flavor - Qian fish,2.0
2025-08-13,Green pepper flavor - Jiangtuan,6.0
2025-08-13,Green pepper flavor - Sea bass,7.0
2025-08-13,Green pepper flavor - Qian fish,6.0
2025-08-13,Mala flavor - Jiangtuan,26.0
2025-08-13,Mala flavor - Sea bass,27.0
2025-08-13,Mala flavor - Qian fish,26.0
2025-08-14,Chicken knee cartilage,45.0
2025-08-14,Grilled lamb skewers,50.0
2025-08-14,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-08-14,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-08-14,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-08-14,Garlic flavor - Jiangtuan,4.0
2025-08-14,Garlic flavor - Sea bass,5.0
2025-08-14,Garlic flavor - Qian fish,12.0
2025-08-14,Pickled mustard greens flavor - Jiangtuan,1.0
2025-08-14,Pickled mustard greens flavor - Sea bass,1.0
2025-08-14,Pickled mustard greens flavor - Qian fish,1.0
2025-08-14,Green pepper flavor - Jiangtuan,8.0
2025-08-14,Green pepper flavor - Sea bass,8.0
2025-08-14,Green pepper flavor - Qian fish,8.0
2025-08-14,Mala flavor - Jiangtuan,20.0
2025-08-14,Mala flavor - Sea bass,20.0
2025-08-14,Mala flavor - Qian fish,20.0
2025-08-15,Chicken knee cartilage,110.0
2025-08-15,Grilled lamb skewers,60.0
2025-08-15,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-08-15,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-08-15,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-08-15,Garlic flavor - Jiangtuan,8.0
2025-08-15,Garlic flavor - Sea bass,8.0
2025-08-15,Garlic flavor - Qian fish,17.0
2025-08-15,Pickled mustard greens flavor - Jiangtuan,3.0
2025-08-15,Pickled mustard greens flavor - Sea bass,3.0
2025-08-15,Pickled mustard greens flavor - Qian fish,3.0
2025-08-15,Green pepper flavor - Jiangtuan,9.0
2025-08-15,Green pepper flavor - Sea bass,9.0
2025-08-15,Green pepper flavor - Qian fish,10.0
2025-08-15,Mala flavor - Jiangtuan,23.0
2025-08-15,Mala flavor - Sea bass,23.0
2025-08-15,Mala flavor - Qian fish,24.0
2025-08-16,Chicken knee cartilage,99.0
2025-08-16,Grilled lamb skewers,111.0
2025-08-16,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-08-16,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-08-16,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-08-16,Garlic flavor - Jiangtuan,11.0
2025-08-16,Garlic flavor - Sea bass,10.0
2025-08-16,Garlic flavor - Qian fish,20.0
2025-08-16,Pickled mustard greens flavor - Jiangtuan,2.0
2025-08-16,Pickled mustard greens flavor - Sea bass,1.0
2025-08-16,Pickled mustard greens flavor - Qian fish,1.0
2025-08-16,Green pepper flavor - Jiangtuan,11.0
2025-08-16,Green pepper flavor - Sea bass,11.0
2025-08-16,Green pepper flavor - Qian fish,10.0
2025-08-16,Mala flavor - Jiangtuan,27.0
2025-08-16,Mala flavor - Sea bass,27.0
2025-08-16,Mala flavor - Qian fish,26.0
2025-08-17,Chicken knee cartilage,58.0
2025-08-17,Grilled lamb skewers,137.0
2025-08-17,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-08-17,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-08-17,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-08-17,Garlic flavor - Jiangtuan,11.0
2025-08-17,Garlic flavor - Sea bass,10.0
2025-08-17,Garlic flavor - Qian fish,23.0
2025-08-17,Pickled mustard greens flavor - Jiangtuan,3.0
2025-08-17,Pickled mustard greens flavor - Sea bass,2.0
2025-08-17,Pickled mustard greens flavor - Qian fish,2.0
2025-08-17,Green pepper flavor - Jiangtuan,9.0
2025-08-17,Green pepper flavor - Sea bass,8.0
2025-08-17,Green pepper flavor - Qian fish,8.0
2025-08-17,Mala flavor - Jiangtuan,24.0
2025-08-17,Mala flavor - Sea bass,23.0
2025-08-17,Mala flavor - Qian fish,23.0
2025-08-18,Chicken knee cartilage,70.0
2025-08-18,Grilled lamb skewers,105.0
2025-08-18,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-08-18,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-08-18,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-08-18,Garlic flavor - Jiangtuan,6.0
2025-08-18,Garlic flavor - Sea bass,6.0
2025-08-18,Garlic flavor - Qian fish,12.0
2025-08-18,Pickled mustard greens flavor - Jiangtuan,2.0
2025-08-18,Pickled mustard greens flavor - Sea bass,2.0
2025-08-18,Pickled mustard greens flavor - Qian fish,1.0
2025-08-18,Green pepper flavor - Jiangtuan,7.0
2025-08-18,Green pepper flavor - Sea bass,7.0
2025-08-18,Green pepper flavor - Qian fish,7.0
2025-08-18,Mala flavor - Jiangtuan,22.0
2025-08-18,Mala flavor - Sea bass,22.0
2025-08-18,Mala flavor - Qian fish,22.0
2025-08-19,Chicken knee cartilage,48.0
2025-08-19,Grilled lamb skewers,65.0
2025-08-19,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-08-19,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-08-19,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-08-19,Garlic flavor - Jiangtuan,5.0
2025-08-19,Garlic flavor - Sea bass,6.0
2025-08-19,Garlic flavor - Qian fish,13.0
2025-08-19,Pickled mustard greens flavor - Jiangtuan,2.0
2025-08-19,Pickled mustard greens flavor - Sea bass,3.0
2025-08-19,Pickled mustard greens flavor - Qian fish,3.0
2025-08-19,Green pepper flavor - Jiangtuan,5.0
2025-08-19,Green pepper flavor - Sea bass,5.0
2025-08-19,Green pepper flavor - Qian fish,5.0
2025-08-19,Mala flavor - Jiangtuan,26.0
2025-08-19,Mala flavor - Sea bass,27.0
2025-08-19,Mala flavor - Qian fish,27.0
2025-08-20,Chicken knee cartilage,40.0
2025-08-20,Grilled lamb skewers,63.0
2025-08-20,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-08-20,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-08-20,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-08-20,Garlic flavor - Jiangtuan,7.0
2025-08-20,Garlic flavor - Sea bass,7.0
2025-08-20,Garlic flavor - Qian fish,17.0
2025-08-20,Pickled mustard greens flavor - Jiangtuan,2.0
2025-08-20,Pickled mustard greens flavor - Sea bass,3.0
2025-08-20,Pickled mustard greens flavor - Qian fish,2.0
2025-08-20,Green pepper flavor - Jiangtuan,5.0
2025-08-20,Green pepper flavor - Sea bass,5.0
2025-08-20,Green pepper flavor - Qian fish,5.0
2025-08-20,Mala flavor - Jiangtuan,21.0
2025-08-20,Mala flavor - Sea bass,21.0
2025-08-20,Mala flavor - Qian fish,21.0
2025-08-21,Chicken knee cartilage,32.0
2025-08-21,Grilled lamb skewers,66.0
2025-08-21,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-08-21,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-08-21,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-08-21,Garlic flavor - Jiangtuan,4.0
2025-08-21,Garlic flavor - Sea bass,4.0
2025-08-21,Garlic flavor - Qian fish,7.0
2025-08-21,Pickled mustard greens flavor - Jiangtuan,4.0
2025-08-21,Pickled mustard greens flavor - Sea bass,4.0
2025-08-21,Pickled mustard greens flavor - Qian fish,4.0
2025-08-21,Green pepper flavor - Jiangtuan,6.0
2025-08-21,Green pepper flavor - Sea bass,6.0
2025-08-21,Green pepper flavor - Qian fish,7.0
2025-08-21,Mala flavor - Jiangtuan,23.0
2025-08-21,Mala flavor - Sea bass,23.0
2025-08-21,Mala flavor - Qian fish,23.0
2025-08-22,Chicken knee cartilage,67.0
2025-08-22,Grilled lamb skewers,99.0
2025-08-22,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
